"seqnames" "start" "end" "width" "strand" "score" "id"
"320" "CP014314.1" 4006925 4007053 129 "+" 500 "CP014314.1-729842/1-1"
"321" "CP014314.1" 5379684 5379833 150 "+" 500 "CP014314.1-729840/1-1"
"322" "CP014314.1" 4646180 4646329 150 "+" 500 "CP014314.1-729838/1-1"
"323" "CP014314.1" 3802676 3802825 150 "+" 500 "CP014314.1-729836/1-1"
"324" "CP014314.1" 4553845 4553966 122 "-" 500 "CP014314.1-729834/1-1"
"325" "CP014314.1" 2008312 2008461 150 "-" 500 "CP014314.1-729832/1-1"
"326" "CP014314.1" 2295660 2295809 150 "+" 500 "CP014314.1-729830/1-1"
"327" "CP014314.1" 127974 128123 150 "+" 500 "CP014314.1-729828/1-1"
"328" "CP014314.1" 87486 87635 150 "-" 500 "CP014314.1-729826/1-1"
"329" "CP014314.1" 3138358 3138507 150 "+" 500 "CP014314.1-729824/1-1"
"330" "CP014314.1" 1401611 1401760 150 "-" 500 "CP014314.1-729822/1-1"
"331" "CP014314.1" 1329609 1329758 150 "+" 500 "CP014314.1-729820/1-1"
"332" "CP014314.1" 4033503 4033652 150 "-" 500 "CP014314.1-729818/1-1"
"333" "CP014314.1" 4910516 4910665 150 "+" 500 "CP014314.1-729816/1-1"
"334" "CP014314.1" 4722761 4722910 150 "-" 500 "CP014314.1-729814/1-1"
"335" "CP014314.1" 1972490 1972639 150 "+" 500 "CP014314.1-729812/1-1"
"336" "CP014314.1" 4423970 4424119 150 "+" 500 "CP014314.1-729810/1-1"
"337" "CP014314.1" 1095799 1095948 150 "-" 500 "CP014314.1-729808/1-1"
"338" "CP014314.1" 3586707 3586856 150 "-" 500 "CP014314.1-729806/1-1"
"339" "CP014314.1" 4412874 4413023 150 "-" 500 "CP014314.1-729804/1-1"
"340" "CP014314.1" 4110063 4110193 131 "-" 500 "CP014314.1-729802/1-1"
"341" "CP014314.1" 2518071 2518220 150 "-" 500 "CP014314.1-729800/1-1"
"342" "CP014314.1" 5051437 5051586 150 "+" 500 "CP014314.1-729798/1-1"
"343" "CP014314.1" 629786 629926 141 "+" 500 "CP014314.1-729796/1-1"
"344" "CP014314.1" 2911755 2911904 150 "+" 500 "CP014314.1-729794/1-1"
"345" "CP014314.1" 2631294 2631443 150 "+" 500 "CP014314.1-729792/1-1"
"346" "CP014314.1" 1136810 1136959 150 "+" 500 "CP014314.1-729790/1-1"
"347" "CP014314.1" 2295868 2296017 150 "-" 500 "CP014314.1-729788/1-1"
"348" "CP014314.1" 868900 869047 148 "+" 500 "CP014314.1-729786/1-1"
"349" "CP014314.1" 304284 304433 150 "-" 500 "CP014314.1-729784/1-1"
"350" "CP014314.1" 5348329 5348478 150 "+" 500 "CP014314.1-729782/1-1"
"351" "CP014314.1" 5280157 5280306 150 "+" 500 "CP014314.1-729780/1-1"
"352" "CP014314.1" 819668 819817 150 "+" 500 "CP014314.1-729778/1-1"
"353" "CP014314.1" 216122 216271 150 "+" 500 "CP014314.1-729776/1-1"
"354" "CP014314.1" 3932632 3932781 150 "+" 500 "CP014314.1-729774/1-1"
"355" "CP014314.1" 3892870 3893019 150 "-" 500 "CP014314.1-729772/1-1"
"356" "CP014314.1" 5111435 5111584 150 "+" 500 "CP014314.1-729770/1-1"
"357" "CP014314.1" 4915774 4915912 139 "+" 500 "CP014314.1-729768/1-1"
"358" "CP014314.1" 3677110 3677259 150 "+" 500 "CP014314.1-729766/1-1"
"359" "CP014314.1" 2376267 2376416 150 "+" 500 "CP014314.1-729764/1-1"
"360" "CP014314.1" 5348377 5348526 150 "+" 500 "CP014314.1-729762/1-1"
"361" "CP014314.1" 651061 651189 129 "+" 500 "CP014314.1-729760/1-1"
"362" "CP014314.1" 1516643 1516792 150 "+" 500 "CP014314.1-729758/1-1"
"363" "CP014314.1" 1460231 1460362 132 "+" 500 "CP014314.1-729756/1-1"
"364" "CP014314.1" 769380 769529 150 "+" 500 "CP014314.1-729754/1-1"
"365" "CP014314.1" 3813395 3813543 149 "-" 500 "CP014314.1-729752/1-1"
"366" "CP014314.1" 5217316 5217432 117 "-" 500 "CP014314.1-729750/1-1"
"367" "CP014314.1" 5013818 5013967 150 "-" 500 "CP014314.1-729748/1-1"
"368" "CP014314.1" 128723 128872 150 "-" 500 "CP014314.1-729746/1-1"
"369" "CP014314.1" 719770 719919 150 "+" 500 "CP014314.1-729744/1-1"
"370" "CP014314.1" 2060324 2060473 150 "-" 500 "CP014314.1-729742/1-1"
"371" "CP014314.1" 1199155 1199304 150 "-" 500 "CP014314.1-729740/1-1"
"372" "CP014314.1" 1142522 1142671 150 "-" 500 "CP014314.1-729738/1-1"
"373" "CP014314.1" 1829879 1830028 150 "-" 500 "CP014314.1-729736/1-1"
"374" "CP014314.1" 5092724 5092873 150 "-" 500 "CP014314.1-729734/1-1"
"375" "CP014314.1" 2650833 2650982 150 "+" 500 "CP014314.1-729732/1-1"
"376" "CP014314.1" 5375535 5375684 150 "-" 500 "CP014314.1-729730/1-1"
"377" "CP014314.1" 4022296 4022445 150 "-" 500 "CP014314.1-729728/1-1"
"378" "CP014314.1" 2418148 2418297 150 "-" 500 "CP014314.1-729726/1-1"
"379" "CP014314.1" 691392 691541 150 "+" 500 "CP014314.1-729724/1-1"
"380" "CP014314.1" 76220 76287 68 "+" 500 "CP014314.1-729722/1-1"
"381" "CP014314.1" 1695498 1695647 150 "-" 500 "CP014314.1-729720/1-1"
"382" "CP014314.1" 2065286 2065435 150 "+" 500 "CP014314.1-729718/1-1"
"383" "CP014314.1" 4121536 4121685 150 "-" 500 "CP014314.1-729716/1-1"
"384" "CP014314.1" 1643783 1643932 150 "+" 500 "CP014314.1-729714/1-1"
"385" "CP014314.1" 1716302 1716451 150 "-" 500 "CP014314.1-729712/1-1"
"386" "CP014314.1" 4737008 4737157 150 "-" 500 "CP014314.1-729710/1-1"
"387" "CP014314.1" 4762718 4762867 150 "-" 500 "CP014314.1-729708/1-1"
"388" "CP014314.1" 5088120 5088269 150 "+" 500 "CP014314.1-729706/1-1"
"389" "CP014314.1" 4859429 4859578 150 "-" 500 "CP014314.1-729704/1-1"
"390" "CP014314.1" 2937696 2937845 150 "-" 500 "CP014314.1-729702/1-1"
"391" "CP014314.1" 4406822 4406971 150 "-" 500 "CP014314.1-729700/1-1"
"392" "CP014314.1" 2828877 2829026 150 "+" 500 "CP014314.1-729698/1-1"
"393" "CP014314.1" 4261684 4261833 150 "-" 500 "CP014314.1-729696/1-1"
"394" "CP014314.1" 819832 819981 150 "+" 500 "CP014314.1-729694/1-1"
"395" "CP014314.1" 1234572 1234721 150 "-" 500 "CP014314.1-729692/1-1"
"396" "CP014314.1" 3534213 3534362 150 "-" 500 "CP014314.1-729690/1-1"
"397" "CP014314.1" 2171318 2171385 68 "+" 500 "CP014314.1-729688/1-1"
"398" "CP014314.1" 275470 275619 150 "+" 500 "CP014314.1-729686/1-1"
"399" "CP014314.1" 1024490 1024639 150 "-" 500 "CP014314.1-729684/1-1"
"400" "CP014314.1" 3474627 3474758 132 "+" 500 "CP014314.1-729682/1-1"
"401" "CP014314.1" 2364746 2364895 150 "+" 500 "CP014314.1-729680/1-1"
"402" "CP014314.1" 1866040 1866189 150 "-" 500 "CP014314.1-729678/1-1"
"403" "CP014314.1" 219604 219753 150 "-" 500 "CP014314.1-729676/1-1"
"404" "CP014314.1" 1869169 1869318 150 "-" 500 "CP014314.1-729674/1-1"
"405" "CP014314.1" 4514972 4515121 150 "+" 500 "CP014314.1-729672/1-1"
"406" "CP014314.1" 1763470 1763607 138 "-" 500 "CP014314.1-729670/1-1"
"407" "CP014314.1" 2761130 2761279 150 "-" 500 "CP014314.1-729668/1-1"
"408" "CP014314.1" 3281232 3281381 150 "-" 500 "CP014314.1-729666/1-1"
"409" "CP014314.1" 1255869 1256018 150 "+" 500 "CP014314.1-729664/1-1"
"410" "CP014314.1" 1402481 1402630 150 "+" 500 "CP014314.1-729662/1-1"
"411" "CP014314.1" 3347867 3348016 150 "+" 500 "CP014314.1-729660/1-1"
"412" "CP014314.1" 931320 931469 150 "-" 500 "CP014314.1-729658/1-1"
"413" "CP014314.1" 140259 140408 150 "-" 500 "CP014314.1-729656/1-1"
"414" "CP014314.1" 1241943 1242092 150 "-" 500 "CP014314.1-729654/1-1"
"415" "CP014314.1" 4524245 4524394 150 "-" 500 "CP014314.1-729652/1-1"
"416" "CP014314.1" 3658531 3658680 150 "-" 500 "CP014314.1-729650/1-1"
"417" "CP014314.1" 1822525 1822674 150 "+" 500 "CP014314.1-729648/1-1"
"418" "CP014314.1" 164538 164613 76 "-" 500 "CP014314.1-729646/1-1"
"419" "CP014314.1" 2812918 2813067 150 "+" 500 "CP014314.1-729644/1-1"
"420" "CP014314.1" 3780772 3780921 150 "-" 500 "CP014314.1-729642/1-1"
"421" "CP014314.1" 3797425 3797574 150 "-" 500 "CP014314.1-729640/1-1"
"422" "CP014314.1" 5374289 5374438 150 "-" 500 "CP014314.1-729638/1-1"
"423" "CP014314.1" 2561331 2561480 150 "+" 500 "CP014314.1-729636/1-1"
"424" "CP014314.1" 906951 907100 150 "-" 500 "CP014314.1-729634/1-1"
"425" "CP014314.1" 368913 369062 150 "-" 500 "CP014314.1-729632/1-1"
"426" "CP014314.1" 2444326 2444475 150 "-" 500 "CP014314.1-729630/1-1"
"427" "CP014314.1" 3610161 3610310 150 "+" 500 "CP014314.1-729628/1-1"
"428" "CP014314.1" 1381091 1381240 150 "-" 500 "CP014314.1-729626/1-1"
"429" "CP014314.1" 3361009 3361158 150 "-" 500 "CP014314.1-729624/1-1"
"430" "CP014314.1" 1879515 1879664 150 "-" 500 "CP014314.1-729622/1-1"
"431" "CP014314.1" 4927862 4927986 125 "-" 500 "CP014314.1-729620/1-1"
"432" "CP014314.1" 2689676 2689825 150 "-" 500 "CP014314.1-729618/1-1"
"433" "CP014314.1" 4035445 4035564 120 "-" 500 "CP014314.1-729616/1-1"
"434" "CP014314.1" 883648 883757 110 "+" 500 "CP014314.1-729614/1-1"
"435" "CP014314.1" 2631058 2631207 150 "-" 500 "CP014314.1-729612/1-1"
"436" "CP014314.1" 2643415 2643564 150 "+" 500 "CP014314.1-729610/1-1"
"437" "CP014314.1" 259622 259771 150 "+" 500 "CP014314.1-729608/1-1"
"438" "CP014314.1" 2905035 2905184 150 "+" 500 "CP014314.1-729606/1-1"
"439" "CP014314.1" 5024643 5024792 150 "+" 500 "CP014314.1-729604/1-1"
"440" "CP014314.1" 3588618 3588767 150 "-" 500 "CP014314.1-729602/1-1"
"441" "CP014314.1" 4906452 4906601 150 "-" 500 "CP014314.1-729600/1-1"
"442" "CP014314.1" 1404231 1404380 150 "+" 500 "CP014314.1-729598/1-1"
"443" "CP014314.1" 4417162 4417311 150 "-" 500 "CP014314.1-729596/1-1"
"444" "CP014314.1" 1557278 1557427 150 "-" 500 "CP014314.1-729594/1-1"
"445" "CP014314.1" 2974188 2974337 150 "+" 500 "CP014314.1-729592/1-1"
"446" "CP014314.1" 3001632 3001781 150 "+" 500 "CP014314.1-729590/1-1"
"447" "CP014314.1" 3673999 3674148 150 "+" 500 "CP014314.1-729588/1-1"
"448" "CP014314.1" 2144953 2145086 134 "+" 500 "CP014314.1-729586/1-1"
"449" "CP014314.1" 1054126 1054275 150 "-" 500 "CP014314.1-729584/1-1"
"450" "CP014314.1" 4399174 4399323 150 "-" 500 "CP014314.1-729582/1-1"
"451" "CP014314.1" 5202589 5202738 150 "+" 500 "CP014314.1-729580/1-1"
"452" "CP014314.1" 887899 888048 150 "+" 500 "CP014314.1-729578/1-1"
"453" "CP014314.1" 3473095 3473244 150 "+" 500 "CP014314.1-729576/1-1"
"454" "CP014314.1" 2179646 2179795 150 "+" 500 "CP014314.1-729574/1-1"
"455" "CP014314.1" 4305617 4305708 92 "-" 500 "CP014314.1-729572/1-1"
"456" "CP014314.1" 777888 778037 150 "+" 500 "CP014314.1-729570/1-1"
"457" "CP014314.1" 2468284 2468433 150 "-" 500 "CP014314.1-729568/1-1"
"458" "CP014314.1" 576714 576863 150 "+" 500 "CP014314.1-729566/1-1"
"459" "CP014314.1" 5456609 5456758 150 "+" 500 "CP014314.1-729564/1-1"
"460" "CP014314.1" 2491490 2491639 150 "-" 500 "CP014314.1-729562/1-1"
"461" "CP014314.1" 963002 963151 150 "+" 500 "CP014314.1-729560/1-1"
"462" "CP014314.1" 4562030 4562169 140 "-" 500 "CP014314.1-729558/1-1"
"463" "CP014314.1" 5368587 5368736 150 "+" 500 "CP014314.1-729556/1-1"
"464" "CP014314.1" 4585234 4585383 150 "-" 500 "CP014314.1-729554/1-1"
"465" "CP014314.1" 4024868 4025017 150 "-" 500 "CP014314.1-729552/1-1"
"466" "CP014314.1" 5184384 5184533 150 "-" 500 "CP014314.1-729550/1-1"
"467" "CP014314.1" 1148760 1148909 150 "+" 500 "CP014314.1-729548/1-1"
"468" "CP014314.1" 2178072 2178219 148 "+" 500 "CP014314.1-729546/1-1"
"469" "CP014314.1" 1832846 1832960 115 "+" 500 "CP014314.1-729544/1-1"
"470" "CP014314.1" 2588212 2588361 150 "+" 500 "CP014314.1-729542/1-1"
"471" "CP014314.1" 4536927 4537076 150 "-" 500 "CP014314.1-729540/1-1"
"472" "CP014314.1" 4700185 4700334 150 "-" 500 "CP014314.1-729538/1-1"
"473" "CP014314.1" 1325024 1325173 150 "+" 500 "CP014314.1-729536/1-1"
"474" "CP014314.1" 781447 781596 150 "+" 500 "CP014314.1-729534/1-1"
"475" "CP014314.1" 4056386 4056535 150 "+" 500 "CP014314.1-729532/1-1"
"476" "CP014314.1" 3676092 3676241 150 "-" 500 "CP014314.1-729530/1-1"
"477" "CP014314.1" 3294335 3294484 150 "-" 500 "CP014314.1-729528/1-1"
"478" "CP014314.1" 1378008 1378157 150 "-" 500 "CP014314.1-729526/1-1"
"479" "CP014314.1" 2002641 2002790 150 "-" 500 "CP014314.1-729524/1-1"
"480" "CP014314.1" 5032036 5032185 150 "-" 500 "CP014314.1-729522/1-1"
"481" "CP014314.1" 5243603 5243752 150 "+" 500 "CP014314.1-729520/1-1"
"482" "CP014314.1" 4207441 4207590 150 "+" 500 "CP014314.1-729518/1-1"
"483" "CP014314.1" 2104640 2104789 150 "-" 500 "CP014314.1-729516/1-1"
"484" "CP014314.1" 1270751 1270900 150 "-" 500 "CP014314.1-729514/1-1"
"485" "CP014314.1" 4622282 4622431 150 "-" 500 "CP014314.1-729512/1-1"
"486" "CP014314.1" 833818 833967 150 "+" 500 "CP014314.1-729510/1-1"
"487" "CP014314.1" 5056907 5057056 150 "+" 500 "CP014314.1-729508/1-1"
"488" "CP014314.1" 1049956 1050105 150 "-" 500 "CP014314.1-729506/1-1"
"489" "CP014314.1" 2441992 2442141 150 "-" 500 "CP014314.1-729504/1-1"
"490" "CP014314.1" 2332923 2333045 123 "-" 500 "CP014314.1-729502/1-1"
"491" "CP014314.1" 5247931 5248080 150 "-" 500 "CP014314.1-729500/1-1"
"492" "CP014314.1" 2181565 2181714 150 "+" 500 "CP014314.1-729498/1-1"
"493" "CP014314.1" 5223694 5223817 124 "+" 500 "CP014314.1-729496/1-1"
"494" "CP014314.1" 1709875 1710024 150 "+" 500 "CP014314.1-729494/1-1"
"495" "CP014314.1" 3615374 3615523 150 "-" 500 "CP014314.1-729492/1-1"
"496" "CP014314.1" 1145965 1146114 150 "+" 500 "CP014314.1-729490/1-1"
"497" "CP014314.1" 3457773 3457922 150 "+" 500 "CP014314.1-729488/1-1"
"498" "CP014314.1" 1930067 1930216 150 "+" 500 "CP014314.1-729486/1-1"
"499" "CP014314.1" 967351 967500 150 "-" 500 "CP014314.1-729484/1-1"
"500" "CP014314.1" 2453384 2453533 150 "+" 500 "CP014314.1-729482/1-1"
"501" "CP014314.1" 5313999 5314148 150 "+" 500 "CP014314.1-729480/1-1"
"502" "CP014314.1" 2124269 2124418 150 "-" 500 "CP014314.1-729478/1-1"
"503" "CP014314.1" 3222086 3222231 146 "+" 500 "CP014314.1-729476/1-1"
"504" "CP014314.1" 4561138 4561287 150 "-" 500 "CP014314.1-729474/1-1"
"505" "CP014314.1" 47571 47720 150 "-" 500 "CP014314.1-729472/1-1"
"506" "CP014314.1" 1172283 1172432 150 "-" 500 "CP014314.1-729470/1-1"
"507" "CP014314.1" 2623892 2624041 150 "+" 500 "CP014314.1-729468/1-1"
"508" "CP014314.1" 4817941 4818090 150 "+" 500 "CP014314.1-729466/1-1"
"509" "CP014314.1" 122045 122194 150 "-" 500 "CP014314.1-729464/1-1"
"510" "CP014314.1" 4328257 4328406 150 "-" 500 "CP014314.1-729462/1-1"
"511" "CP014314.1" 5037990 5038139 150 "+" 500 "CP014314.1-729460/1-1"
"512" "CP014314.1" 4320045 4320194 150 "-" 500 "CP014314.1-729458/1-1"
"513" "CP014314.1" 1552987 1553136 150 "+" 500 "CP014314.1-729456/1-1"
"514" "CP014314.1" 1561417 1561566 150 "+" 500 "CP014314.1-729454/1-1"
"515" "CP014314.1" 4588838 4588987 150 "-" 500 "CP014314.1-729452/1-1"
"516" "CP014314.1" 3135107 3135256 150 "-" 500 "CP014314.1-729450/1-1"
"517" "CP014314.1" 1350224 1350373 150 "+" 500 "CP014314.1-729448/1-1"
"518" "CP014314.1" 959746 959895 150 "+" 500 "CP014314.1-729446/1-1"
"519" "CP014314.1" 3074433 3074582 150 "+" 500 "CP014314.1-729444/1-1"
"520" "CP014314.1" 2971599 2971748 150 "-" 500 "CP014314.1-729442/1-1"
"521" "CP014314.1" 2192763 2192912 150 "-" 500 "CP014314.1-729440/1-1"
"522" "CP014314.1" 343335 343484 150 "+" 500 "CP014314.1-729438/1-1"
"523" "CP014314.1" 2539337 2539466 130 "+" 500 "CP014314.1-729436/1-1"
"524" "CP014314.1" 1335831 1335870 40 "-" 500 "CP014314.1-729434/1-1"
"525" "CP014314.1" 4151751 4151900 150 "-" 500 "CP014314.1-729432/1-1"
"526" "CP014314.1" 2398554 2398673 120 "+" 500 "CP014314.1-729430/1-1"
"527" "CP014314.1" 5215444 5215593 150 "+" 500 "CP014314.1-729428/1-1"
"528" "CP014314.1" 5243438 5243587 150 "+" 500 "CP014314.1-729426/1-1"
"529" "CP014314.1" 3769585 3769734 150 "-" 500 "CP014314.1-729424/1-1"
"530" "CP014314.1" 4713805 4713954 150 "-" 500 "CP014314.1-729422/1-1"
"531" "CP014314.1" 2819745 2819878 134 "-" 500 "CP014314.1-729420/1-1"
"532" "CP014314.1" 4848973 4849122 150 "+" 500 "CP014314.1-729418/1-1"
"533" "CP014314.1" 618349 618498 150 "-" 500 "CP014314.1-729416/1-1"
"534" "CP014314.1" 4007815 4007950 136 "+" 500 "CP014314.1-729414/1-1"
"535" "CP014314.1" 2941101 2941250 150 "-" 500 "CP014314.1-729412/1-1"
"536" "CP014314.1" 2361771 2361920 150 "-" 500 "CP014314.1-729410/1-1"
"537" "CP014314.1" 667427 667576 150 "+" 500 "CP014314.1-729408/1-1"
"538" "CP014314.1" 4705700 4705849 150 "-" 500 "CP014314.1-729406/1-1"
"539" "CP014314.1" 1849072 1849221 150 "+" 500 "CP014314.1-729404/1-1"
"540" "CP014314.1" 4224366 4224515 150 "-" 500 "CP014314.1-729402/1-1"
"541" "CP014314.1" 1720111 1720237 127 "-" 500 "CP014314.1-729400/1-1"
"542" "CP014314.1" 3231914 3232063 150 "+" 500 "CP014314.1-729398/1-1"
"543" "CP014314.1" 564342 564479 138 "+" 500 "CP014314.1-729396/1-1"
"544" "CP014314.1" 2374307 2374456 150 "+" 500 "CP014314.1-729394/1-1"
"545" "CP014314.1" 1674745 1674894 150 "+" 500 "CP014314.1-729392/1-1"
"546" "CP014314.1" 346409 346501 93 "-" 500 "CP014314.1-729390/1-1"
"547" "CP014314.1" 2963188 2963337 150 "+" 500 "CP014314.1-729388/1-1"
"548" "CP014314.1" 50747 50896 150 "+" 500 "CP014314.1-729386/1-1"
"549" "CP014314.1" 3638726 3638875 150 "-" 500 "CP014314.1-729384/1-1"
"550" "CP014314.1" 856927 857076 150 "-" 500 "CP014314.1-729382/1-1"
"551" "CP014314.1" 2712995 2713144 150 "+" 500 "CP014314.1-729380/1-1"
"552" "CP014314.1" 5215273 5215422 150 "-" 500 "CP014314.1-729378/1-1"
"553" "CP014314.1" 4544998 4545147 150 "+" 500 "CP014314.1-729376/1-1"
"554" "CP014314.1" 3609021 3609170 150 "+" 500 "CP014314.1-729374/1-1"
"555" "CP014314.1" 4700817 4700966 150 "-" 500 "CP014314.1-729372/1-1"
"556" "CP014314.1" 4606514 4606663 150 "-" 500 "CP014314.1-729370/1-1"
"557" "CP014314.1" 954351 954500 150 "+" 500 "CP014314.1-729368/1-1"
"558" "CP014314.1" 3645973 3646122 150 "-" 500 "CP014314.1-729366/1-1"
"559" "CP014314.1" 3655395 3655544 150 "+" 500 "CP014314.1-729364/1-1"
"560" "CP014314.1" 260567 260716 150 "+" 500 "CP014314.1-729362/1-1"
"561" "CP014314.1" 467338 467487 150 "-" 500 "CP014314.1-729360/1-1"
"562" "CP014314.1" 340881 341030 150 "-" 500 "CP014314.1-729358/1-1"
"563" "CP014314.1" 2242146 2242295 150 "-" 500 "CP014314.1-729356/1-1"
"564" "CP014314.1" 1906801 1906950 150 "+" 500 "CP014314.1-729354/1-1"
"565" "CP014314.1" 2641053 2641202 150 "+" 500 "CP014314.1-729352/1-1"
"566" "CP014314.1" 5033143 5033292 150 "+" 500 "CP014314.1-729350/1-1"
"567" "CP014314.1" 4456233 4456382 150 "+" 500 "CP014314.1-729348/1-1"
"568" "CP014314.1" 207097 207246 150 "-" 500 "CP014314.1-729346/1-1"
"569" "CP014314.1" 3383979 3384128 150 "+" 500 "CP014314.1-729344/1-1"
"570" "CP014314.1" 4443472 4443617 146 "+" 500 "CP014314.1-729342/1-1"
"571" "CP014314.1" 1393743 1393892 150 "-" 500 "CP014314.1-729340/1-1"
"572" "CP014314.1" 1707194 1707343 150 "+" 500 "CP014314.1-729338/1-1"
"573" "CP014314.1" 5100468 5100617 150 "-" 500 "CP014314.1-729336/1-1"
"574" "CP014314.1" 4817387 4817536 150 "-" 500 "CP014314.1-729334/1-1"
"575" "CP014314.1" 5168269 5168418 150 "+" 500 "CP014314.1-729332/1-1"
"576" "CP014314.1" 3397657 3397786 130 "+" 500 "CP014314.1-729330/1-1"
"577" "CP014314.1" 4658829 4658978 150 "+" 500 "CP014314.1-729328/1-1"
"578" "CP014314.1" 3684912 3685061 150 "-" 500 "CP014314.1-729326/1-1"
"579" "CP014314.1" 1048206 1048355 150 "+" 500 "CP014314.1-729324/1-1"
"580" "CP014314.1" 4848952 4849101 150 "+" 500 "CP014314.1-729322/1-1"
"581" "CP014314.1" 3627493 3627642 150 "-" 500 "CP014314.1-729320/1-1"
"582" "CP014314.1" 375608 375757 150 "-" 500 "CP014314.1-729318/1-1"
"583" "CP014314.1" 1592463 1592612 150 "-" 500 "CP014314.1-729316/1-1"
"584" "CP014314.1" 5123916 5124065 150 "-" 500 "CP014314.1-729314/1-1"
"585" "CP014314.1" 2675459 2675608 150 "-" 500 "CP014314.1-729312/1-1"
"586" "CP014314.1" 4927227 4927376 150 "-" 500 "CP014314.1-729310/1-1"
"587" "CP014314.1" 3166862 3167011 150 "-" 500 "CP014314.1-729308/1-1"
"588" "CP014314.1" 4189923 4190007 85 "+" 500 "CP014314.1-729306/1-1"
"589" "CP014314.1" 429115 429264 150 "-" 500 "CP014314.1-729304/1-1"
"590" "CP014314.1" 3743589 3743738 150 "-" 500 "CP014314.1-729302/1-1"
"591" "CP014314.1" 3206200 3206335 136 "-" 500 "CP014314.1-729300/1-1"
"592" "CP014314.1" 2632565 2632714 150 "-" 500 "CP014314.1-729298/1-1"
"593" "CP014314.1" 4176205 4176354 150 "-" 500 "CP014314.1-729296/1-1"
"594" "CP014314.1" 4387721 4387870 150 "+" 500 "CP014314.1-729294/1-1"
"595" "CP014314.1" 5302488 5302637 150 "+" 500 "CP014314.1-729292/1-1"
"596" "CP014314.1" 201660 201809 150 "+" 500 "CP014314.1-729290/1-1"
"597" "CP014314.1" 1436377 1436526 150 "+" 500 "CP014314.1-729288/1-1"
"598" "CP014314.1" 1662895 1663044 150 "+" 500 "CP014314.1-729286/1-1"
"599" "CP014314.1" 2444352 2444501 150 "-" 500 "CP014314.1-729284/1-1"
"600" "CP014314.1" 2076568 2076717 150 "-" 500 "CP014314.1-729282/1-1"
"601" "CP014314.1" 5340255 5340404 150 "+" 500 "CP014314.1-729280/1-1"
"602" "CP014314.1" 3579766 3579915 150 "+" 500 "CP014314.1-729278/1-1"
"603" "CP014314.1" 3960925 3961074 150 "-" 500 "CP014314.1-729276/1-1"
"604" "CP014314.1" 590715 590864 150 "-" 500 "CP014314.1-729274/1-1"
"605" "CP014314.1" 5374044 5374193 150 "+" 500 "CP014314.1-729272/1-1"
"606" "CP014314.1" 278710 278859 150 "-" 500 "CP014314.1-729270/1-1"
"607" "CP014314.1" 2111731 2111880 150 "+" 500 "CP014314.1-729268/1-1"
"608" "CP014314.1" 1577711 1577832 122 "+" 500 "CP014314.1-729266/1-1"
"609" "CP014314.1" 1082118 1082267 150 "-" 500 "CP014314.1-729264/1-1"
"610" "CP014314.1" 5118437 5118563 127 "+" 500 "CP014314.1-729262/1-1"
"611" "CP014314.1" 2674669 2674818 150 "-" 500 "CP014314.1-729260/1-1"
"612" "CP014314.1" 3837376 3837525 150 "-" 500 "CP014314.1-729258/1-1"
"613" "CP014314.1" 2343813 2343962 150 "-" 500 "CP014314.1-729256/1-1"
"614" "CP014314.1" 3283934 3284079 146 "-" 500 "CP014314.1-729254/1-1"
"615" "CP014314.1" 2899647 2899796 150 "+" 500 "CP014314.1-729252/1-1"
"616" "CP014314.1" 2415701 2415831 131 "-" 500 "CP014314.1-729250/1-1"
"617" "CP014314.1" 2891043 2891192 150 "+" 500 "CP014314.1-729248/1-1"
"618" "CP014314.1" 2068190 2068339 150 "+" 500 "CP014314.1-729246/1-1"
"619" "CP014314.1" 1747225 1747374 150 "+" 500 "CP014314.1-729244/1-1"
"620" "CP014314.1" 3798412 3798561 150 "-" 500 "CP014314.1-729242/1-1"
"621" "CP014314.1" 1901985 1902134 150 "-" 500 "CP014314.1-729240/1-1"
"622" "CP014314.1" 1815982 1816131 150 "+" 500 "CP014314.1-729238/1-1"
"623" "CP014314.1" 5101292 5101441 150 "-" 500 "CP014314.1-729236/1-1"
"624" "CP014314.1" 1115364 1115489 126 "-" 500 "CP014314.1-729234/1-1"
"625" "CP014314.1" 108714 108863 150 "+" 500 "CP014314.1-729232/1-1"
"626" "CP014314.1" 1412995 1413144 150 "-" 500 "CP014314.1-729230/1-1"
"627" "CP014314.1" 57801 57907 107 "-" 500 "CP014314.1-729228/1-1"
"628" "CP014314.1" 3508413 3508562 150 "-" 500 "CP014314.1-729226/1-1"
"629" "CP014314.1" 629116 629265 150 "+" 500 "CP014314.1-729224/1-1"
"630" "CP014314.1" 3661824 3661973 150 "+" 500 "CP014314.1-729222/1-1"
"631" "CP014314.1" 3961792 3961941 150 "-" 500 "CP014314.1-729220/1-1"
"632" "CP014314.1" 3541124 3541273 150 "-" 500 "CP014314.1-729218/1-1"
"633" "CP014314.1" 5256392 5256541 150 "+" 500 "CP014314.1-729216/1-1"
"634" "CP014314.1" 3465745 3465894 150 "+" 500 "CP014314.1-729214/1-1"
"635" "CP014314.1" 2988522 2988671 150 "+" 500 "CP014314.1-729212/1-1"
"636" "CP014314.1" 2515314 2515463 150 "-" 500 "CP014314.1-729210/1-1"
"637" "CP014314.1" 192180 192329 150 "-" 500 "CP014314.1-729208/1-1"
"638" "CP014314.1" 3988737 3988886 150 "+" 500 "CP014314.1-729206/1-1"
"639" "CP014314.1" 3694866 3695015 150 "-" 500 "CP014314.1-729204/1-1"
